Provisional designation,"Absolute magnitude, H",Distance ER,Distance LD,Distance km,Distance AU,Refernce,Ref URL,,,,,,,,,
2007 RS1,30.6,11.52,0.1915,73602,0.000492,MPEC 2007-R21,http://www.minorplanetcenter.net/mpec/K07/K07R21.html,,,,,,,,,
2018 CB,25.9,11.59,0.1926,74051,0.000495,MPEC 2018-C47,http://www.minorplanetcenter.net/mpec/K18/K18C47.html,,,,,,,,,
2010 RF12,28.1,12.44,0.2067,79436,0.000531,MPEC 2010-R41,http://www.minorplanetcenter.net/mpec/K10/K10R41.html,,,,,,,,,
2005 WN3,29.9,13.12,0.2179,83775,0.00056,MPEC 2005-W65,http://www.minorplanetcenter.net/mpec/K05/K05W65.html,,,,,,,,,
2003 SQ222,30.1,13.21,0.2195,84373,0.000564,MPEC 2003-T03,http://www.minorplanetcenter.net/mpec/K03/K03T03.html,,,,,,,,,
2017 SX17,28.5,13.63,0.2265,87066,0.000582,MPEC 2017-S21,http://www.minorplanetcenter.net/mpec/K17/K17S21.html,,,,,,,,,
2016 TS54,27.8,14.5,0.2409,92601,0.000619,MPEC 2016-T12,http://www.minorplanetcenter.net/mpec/K16/K16T12.html,,,,,,,,,
2012 TM79,26.6,15.25,0.2534,97388,0.000651,MPEC 2012-T64,http://www.minorplanetcenter.net/mpec/K12/K12T64.html,,,,,,,,,
2013 HT25,28.8,15.51,0.2576,99034,0.000662,MPEC 2013-K36,http://www.minorplanetcenter.net/mpec/K13/K13K36.html,,,,,,,,,
2014 TL,27.8,15.72,0.2611,100380,0.000671,MPEC 2014-X50,http://www.minorplanetcenter.net/mpec/K14/K14X50.html,,,,,,,,,
2018 DQ,29.1,15.81,0.2627,100979,0.000675,MPEC 2018-D45,http://www.minorplanetcenter.net/mpec/K18/K18D45.html,,,,,,,,,
2016 VA,27.3,16.14,0.2681,103073,0.000689,MPEC 2016-V09,http://www.minorplanetcenter.net/mpec/K16/K16V09.html,,,,,,,,,
2014 AF5,28.8,16.28,0.2705,103971,0.000695,MPEC 2014-A21,http://www.minorplanetcenter.net/mpec/K14/K14A21.html,,,,,,,,,
2016 AQ164,29.8,16.75,0.2783,106962,0.000715,MPEC 2016-A16,http://www.minorplanetcenter.net/mpec/K16/K16A16.html,,,,,,,,,
2018 RS,30,16.98,0.2821,108458,0.000725,MPEC 2018-R35,http://www.minorplanetcenter.net/mpec/K18/K18R35.html,,,,,,,,,
2012 DY13,27.9,17.22,0.286,109954,0.000735,MPEC 2012-D47,http://www.minorplanetcenter.net/mpec/K12/K12D47.html,,,,,,,,,
2015 TC25,29.5,17.36,0.2884,110852,0.000741,MPEC 2017-G31,http://www.minorplanetcenter.net/mpec/K17/K17G31.html,,,,,,,,,
2018 SD2,28.6,18.11,0.3008,115639,0.000773,MPEC 2018-S70,http://www.minorplanetcenter.net/mpec/K18/K18S70.html,,,,,,,,,
2002 XV90,25,18.46,0.3067,117883,0.000788,MPEC 2002-Y29,http://www.minorplanetcenter.net/mpec/K02/K02Y29.html,,,,,,,,,
2018 BR1,29.5,19.23,0.3195,122820,0.000821,MPEC 2018-B75,http://www.minorplanetcenter.net/mpec/K18/K18B75.html,,,,,,,,,
2017 OO1,24.4,20,0.3324,127757,0.000854,MPEC 2017-O52,http://www.minorplanetcenter.net/mpec/K17/K17O52.html,,,,,,,,,
2011 TO,26.1,20.17,0.3351,128804,0.000861,MPEC 2011-T15,http://www.minorplanetcenter.net/mpec/K11/K11T15.html,,,,,,,,,
2010 AL30,27,20.19,0.3355,128953,0.000862,MPEC 2010-A59,http://www.minorplanetcenter.net/mpec/K10/K10A59.html,,,,,,,,,
2016 RR1,28,20.31,0.3374,129701,0.000867,MPEC 2016-S92,http://www.minorplanetcenter.net/mpec/K16/K16S92.html,,,,,,,,,
2016 WW2,29,20.94,0.3479,133740,0.000894,MPEC 2016-W70,http://www.minorplanetcenter.net/mpec/K16/K16W70.html,,,,,,,,,
2011 BW11,28.4,21.43,0.3561,136882,0.000915,MPEC 2011-B36,http://www.minorplanetcenter.net/mpec/K11/K11B36.html,,,,,,,,,
2019 BV1,28.8,21.64,0.3596,138228,0.000924,MPEC 2019-B99,http://www.minorplanetcenter.net/mpec/K19/K19B99.html,,,,,,,,,
2011 UX255,27.4,21.95,0.3647,140173,0.000937,MPEC 2011-U112,http://www.minorplanetcenter.net/mpec/K11/K11UB2.html,,,,,,,,,
2013 WH25,29.6,22.13,0.3678,141370,0.000945,MPEC 2013-W29,http://www.minorplanetcenter.net/mpec/K13/K13W29.html,,,,,,,,,
2018 VP1,30.7,22.51,0.374,143764,0.000961,MPEC 2018-V42,http://www.minorplanetcenter.net/mpec/K18/K18V42.html,,,,,,,,,
2018 FE3,27.1,22.98,0.3818,146756,0.000981,MPEC 2018-F87,http://www.minorplanetcenter.net/mpec/K18/K18F87.html,,,,,,,,,
2003 XJ7,25.7,23.21,0.3857,148251,0.000991,MPEC 2003-X30,http://www.minorplanetcenter.net/mpec/K03/K03X30.html,,,,,,,,,
2013 EC20,29,23.42,0.3892,149598,0.001,MPEC 2014-Q17,http://www.minorplanetcenter.net/mpec/K14/K14Q17.html,,,,,,,,,
2009 WV51,27.1,23.66,0.3931,151094,0.00101,MPEC 2009-W75,http://www.minorplanetcenter.net/mpec/K09/K09W75.html,,,,,,,,,
2016 CG18,28.5,23.66,0.3931,151094,0.00101,MPEC 2016-C88,http://www.minorplanetcenter.net/mpec/K16/K16C88.html,,,,,,,,,
2015 AQ43,28,24.83,0.4125,158574,0.00106,MPEC 2015-C43,http://www.minorplanetcenter.net/mpec/K15/K15C43.html,,,,,,,,,
2003 SW130,29.2,25.3,0.4203,161566,0.00108,MPEC 2003-S48,http://www.minorplanetcenter.net/mpec/K03/K03S48.html,,,,,,,,,
2016 FC1,29.1,26.47,0.4398,169046,0.00113,MPEC 2016-F36,http://www.minorplanetcenter.net/mpec/K16/K16F36.html,,,,,,,,,
1991 BA,28.5,26.94,0.4475,172038,0.00115,IAUC 5172,http://www.minorplanetcenter.net/iauc/05100/05172.html,,,,,,,,,
2011 OD18,26.3,26.94,0.4475,172038,0.00115,MPEC 2011-P01,http://www.minorplanetcenter.net/mpec/K11/K11P01.html,,,,,,,,,
2009 WJ6,27.5,27.87,0.4631,178021,0.00119,MPEC 2009-W33,http://www.minorplanetcenter.net/mpec/K09/K09W33.html,,,,,,,,,
2018 RJ3,27.9,27.87,0.4631,178021,0.00119,MPEC 2018-R10,http://www.minorplanetcenter.net/mpec/K18/K18R10.html,,,,,,,,,
2007 EH,27.7,28.11,0.467,179517,0.0012,MPEC 2007-E34,http://www.minorplanetcenter.net/mpec/K07/K07E34.html,,,,,,,,,
2018 RY5,26.5,28.81,0.4787,184005,0.00123,MPEC 2018-R16,http://www.minorplanetcenter.net/mpec/K18/K18R16.html,,,,,,,,,
2018 WJ,27.9,28.81,0.4787,184005,0.00123,MPEC 2018-W21,http://www.minorplanetcenter.net/mpec/K18/K18W21.html,,,,,,,,,
2018 VJ10,28.6,29.75,0.4942,189989,0.00127,MPEC 2018-W15,http://www.minorplanetcenter.net/mpec/K18/K18W15.html,,,,,,,,,
2010 XR,26.7,30.21,0.502,192981,0.00129,MPEC 2010-X28,http://www.minorplanetcenter.net/mpec/K10/K10X28.html,,,,,,,,,
2018 WG2,30.1,31.15,0.5176,198965,0.00133,MPEC 2018-X09,http://www.minorplanetcenter.net/mpec/K18/K18X09.html,,,,,,,,,
2012 VH77,27.3,31.39,0.5215,200461,0.00134,MPEC 2012-V98,http://www.minorplanetcenter.net/mpec/K12/K12V98.html,,,,,,,,,
2009 CC2,27.8,32.09,0.5332,204949,0.00137,MPEC 2009-C43,http://www.minorplanetcenter.net/mpec/K09/K09C43.html,,,,,,,,,
2008 GM2,28.3,32.56,0.5409,207941,0.00139,MPEC 2008-G41,http://www.minorplanetcenter.net/mpec/K08/K08G41.html,,,,,,,,,
2018 EZ2,26.5,33.73,0.5604,215421,0.00144,MPEC 2018-E80,http://www.minorplanetcenter.net/mpec/K18/K18E80.html,,,,,,,,,
2018 RC,24.8,33.96,0.5643,216917,0.00145,MPEC 2018-R15,http://www.minorplanetcenter.net/mpec/K18/K18R15.html,,,,,,,,,
2005 XA8,26.1,34.2,0.5682,218413,0.00146,MPEC 2005-X40,http://www.minorplanetcenter.net/mpec/K05/K05X40.html,,,,,,,,,
2017 FU102,28.7,34.2,0.5682,218413,0.00146,MPEC 2017-G01,http://www.minorplanetcenter.net/mpec/K17/K17G01.html,,,,,,,,,
2019 GC6,26.6,34.43,0.5721,219909,0.00147,MPEC 2019-G14,http://www.minorplanetcenter.net/mpec/K19/K19G14.html,,,,,,,,,
2014 LN17,27,34.66,0.576,221405,0.00148,MPEC 2014-L42,http://www.minorplanetcenter.net/mpec/K14/K14L42.html,,,,,,,,,
2007 US51,27.2,34.9,0.5799,222901,0.00149,MPEC 2007-V04,http://www.minorplanetcenter.net/mpec/K07/K07V04.html,,,,,,,,,
2017 YZ4,27.9,34.9,0.5799,222901,0.00149,MPEC 2017-Y11,http://www.minorplanetcenter.net/mpec/K17/K17Y11.html,,,,,,,,,
2012 KA,28.6,35.13,0.5838,224397,0.0015,MPEC 2012-K02,http://www.minorplanetcenter.net/mpec/K12/K12K02.html,,,,,,,,,
2019 HE,26.5,35.13,0.5838,224397,0.0015,MPEC 2019-H42,http://www.minorplanetcenter.net/mpec/K19/K19H42.html,,,,,,,,,
2018 WE,28.4,35.37,0.5877,225893,0.00151,MPEC 2018-W22,http://www.minorplanetcenter.net/mpec/K18/K18W22.html,,,,,,,,,
2011 UT,25.9,35.6,0.5915,227389,0.00152,MPEC 2011-U12,http://www.minorplanetcenter.net/mpec/K11/K11U12.html,,,,,,,,,
2006 DM63,26.7,36.3,0.6032,231877,0.00155,MPEC 2006-D61,http://www.minorplanetcenter.net/mpec/K06/K06D61.html,,,,,,,,,
2011 SE58,27.6,37.24,0.6188,237861,0.00159,MPEC 2011-S62,http://www.minorplanetcenter.net/mpec/K11/K11S62.html,,,,,,,,,
2011 EM40,27.9,37.94,0.6305,242349,0.00162,MPEC 2011-E56,http://www.minorplanetcenter.net/mpec/K11/K11E56.html,,,,,,,,,
2010 KV39,26.9,39.12,0.6499,249828,0.00167,MPEC 2010-K55,http://www.minorplanetcenter.net/mpec/K10/K10K55.html,,,,,,,,,
2012 TV,25.2,39.82,0.6616,254316,0.0017,MPEC 2012-T16,http://www.minorplanetcenter.net/mpec/K12/K12T16.html,,,,,,,,,
2018 WA1,30.1,39.82,0.6616,254316,0.0017,MPEC 2018-W50,http://www.minorplanetcenter.net/mpec/K18/K18W50.html,,,,,,,,,
2017 SS12,27,40.29,0.6694,257308,0.00172,MPEC 2017-S15,http://www.minorplanetcenter.net/mpec/K17/K17S15.html,,,,,,,,,
2014 DK10,27.7,40.75,0.6772,260300,0.00174,MPEC 2014-O26,http://www.minorplanetcenter.net/mpec/K14/K14O26.html,,,,,,,,,
2014 UU56,28.6,40.75,0.6772,260300,0.00174,MPEC 2015-D36,http://www.minorplanetcenter.net/mpec/K15/K15D36.html,,,,,,,,,
2007 EK,29.6,41.46,0.6888,264788,0.00177,MPEC 2007-E37,http://www.minorplanetcenter.net/mpec/K07/K07E37.html,,,,,,,,,
2016 NK22,29,41.46,0.6888,264788,0.00177,MPEC 2016-O27,http://www.minorplanetcenter.net/mpec/K16/K16O27.html,,,,,,,,,
2011 UL169,28.3,41.69,0.6927,266284,0.00178,MPEC 2011-U94,http://www.minorplanetcenter.net/mpec/K11/K11U94.html,,,,,,,,,
2016 VB1,28.6,41.93,0.6966,267780,0.00179,MPEC 2016-V82,http://www.minorplanetcenter.net/mpec/K16/K16V82.html,,,,,,,,,
2014 OM207,29.1,42.16,0.7005,269276,0.0018,MPEC 2014-P01,http://www.minorplanetcenter.net/mpec/K14/K14P01.html,,,,,,,,,
2016 FE15,28.8,42.16,0.7005,269276,0.0018,MPEC 2016-G13,http://www.minorplanetcenter.net/mpec/K16/K16G13.html,,,,,,,,,
2013 UR1,27.9,42.63,0.7083,272268,0.00182,MPEC 2013-W06,http://www.minorplanetcenter.net/mpec/K13/K13W06.html,,,,,,,,,
2012 XL134,27.8,43.33,0.72,276756,0.00185,MPEC 2012-X92,http://www.minorplanetcenter.net/mpec/K12/K12X92.html,,,,,,,,,
2013 CL129,28.4,43.57,0.7239,278252,0.00186,MPEC 2013-D14,http://www.minorplanetcenter.net/mpec/K13/K13D14.html,,,,,,,,,
2006 OK3,27,44.03,0.7316,281244,0.00188,MPEC 2006-O22,http://www.minorplanetcenter.net/mpec/K06/K06O22.html,,,,,,,,,
2018 FQ3,28.6,44.03,0.7316,281244,0.00188,MPEC 2018-F96,http://www.minorplanetcenter.net/mpec/K18/K18F96.html,,,,,,,,,
2013 UV3,26.8,44.27,0.7355,282740,0.00189,MPEC 2013-X28,http://www.minorplanetcenter.net/mpec/K13/K13X28.html,,,,,,,,,
2015 CH13,28.6,44.27,0.7355,282740,0.00189,MPEC 2015-D01,http://www.minorplanetcenter.net/mpec/K15/K15D01.html,,,,,,,,,
2015 KW121,26.1,44.74,0.7433,285732,0.00191,MPEC 2015-K13,http://www.minorplanetcenter.net/mpec/K15/K15K13.html,,,,,,,,,
2016 NJ22,28.4,44.74,0.7433,285732,0.00191,MPEC 2016-N77,http://www.minorplanetcenter.net/mpec/K16/K16N77.html,,,,,,,,,
2010 UJ7,25.6,44.97,0.7472,287228,0.00192,MPEC 2010-U59,http://www.minorplanetcenter.net/mpec/K10/K10U59.html,,,,,,,,,
2018 BX,29.4,44.97,0.7472,287228,0.00192,MPEC 2018-B50,http://www.minorplanetcenter.net/mpec/K18/K18B50.html,,,,,,,,,
2011 SM173,27.7,45.44,0.755,290220,0.00194,MPEC 2011-S97,http://www.minorplanetcenter.net/mpec/K11/K11S97.html,,,,,,,,,
2001 BA16,25.8,48.02,0.7978,306676,0.00205,MPEC 2001-B35,http://www.minorplanetcenter.net/mpec/K01/K01B35.html,,,,,,,,,
2018 TC,26.7,48.25,0.8017,308172,0.00206,MPEC 2018-T48,http://www.minorplanetcenter.net/mpec/K18/K18T48.html,,,,,,,,,
2019 EA2,26.1,48.48,0.8056,309668,0.00207,MPEC 2019-E83,http://www.minorplanetcenter.net/mpec/K19/K19E83.html,,,,,,,,,
2012 XB112,27.8,49.66,0.825,317147,0.00212,MPEC 2012-X69,http://www.minorplanetcenter.net/mpec/K12/K12X69.html,,,,,,,,,
2016 TB19,29.1,49.66,0.825,317147,0.00212,MPEC 2016-T10,http://www.minorplanetcenter.net/mpec/K16/K16T10.html,,,,,,,,,
2012 BV1,31,49.89,0.8289,318643,0.00213,MPEC 2012-B16,http://www.minorplanetcenter.net/mpec/K12/K12B16.html,,,,,,,,,
2016 DK2,29.1,49.89,0.8289,318643,0.00213,MPEC 2016-E11,http://www.minorplanetcenter.net/mpec/K16/K16E11.html,,,,,,,,,
2018 BC,29.3,50.12,0.8328,320139,0.00214,MPEC 2018-B34,http://www.minorplanetcenter.net/mpec/K18/K18B34.html,,,,,,,,,
2011 EB74,26.9,50.36,0.8367,321635,0.00215,MPEC 2011-E86,http://www.minorplanetcenter.net/mpec/K11/K11E86.html,,,,,,,,,
2006 WP1,28.2,50.59,0.8406,323131,0.00216,MPEC 2006-W33,http://www.minorplanetcenter.net/mpec/K06/K06W33.html,,,,,,,,,
2005 YU55,21.9,50.83,0.8445,324627,0.00217,MPEC 2005-Y47,http://www.minorplanetcenter.net/mpec/K05/K05Y47.html,,,,,,,,,
2007 BD,26,50.83,0.8445,324627,0.00217,MPEC 2007-B15,http://www.minorplanetcenter.net/mpec/K07/K07B15.html,,,,,,,,,
2015 HG182,28.9,51.76,0.8601,330611,0.00221,MPEC 2015-L13,http://www.minorplanetcenter.net/mpec/K15/K15L13.html,,,,,,,,,
2006 WX29,27.9,52,0.864,332107,0.00222,MPEC 2006-W88,http://www.minorplanetcenter.net/mpec/K06/K06W88.html,,,,,,,,,
2011 PU1,25.2,52.47,0.8717,335099,0.00224,MPEC 2011-P36,http://www.minorplanetcenter.net/mpec/K11/K11P36.html,,,,,,,,,
2017 VE,26.7,53.17,0.8834,339587,0.00227,MPEC 2017-V24,http://www.minorplanetcenter.net/mpec/K17/K17V24.html,,,,,,,,,
2009 BD,28.2,54.11,0.899,345571,0.00231,MPEC 2009-B14,http://www.minorplanetcenter.net/mpec/K09/K09B14.html,,,,,,,,,
2011 JV10,29.7,54.34,0.9029,347067,0.00232,MPEC 2011-J37,http://www.minorplanetcenter.net/mpec/K11/K11J37.html,,,,,,,,,
2006 WV,27.2,54.57,0.9068,348563,0.00233,MPEC 2006-W24,http://www.minorplanetcenter.net/mpec/K06/K06W24.html,,,,,,,,,
2014 DX110,25.7,54.57,0.9068,348563,0.00233,MPEC 2014-E53,http://www.minorplanetcenter.net/mpec/K14/K14E53.html,,,,,,,,,
2016 LR51,27.4,55.04,0.9146,351555,0.00235,MPEC 2016-N70,http://www.minorplanetcenter.net/mpec/K16/K16N70.html,,,,,,,,,
2015 FM118,28.7,55.74,0.9262,356043,0.00238,MPEC 2015-F13,http://www.minorplanetcenter.net/mpec/K15/K15F13.html,,,,,,,,,
2017 HG49,27.5,55.74,0.9262,356043,0.00238,MPEC 2017-J10,http://www.minorplanetcenter.net/mpec/K17/K17J10.html,,,,,,,,,
2017 QB35,29.3,55.74,0.9262,356043,0.00238,MPEC 2017-R11,http://www.minorplanetcenter.net/mpec/K17/K17R11.html,,,,,,,,,
2018 CD3,28.5,55.74,0.9262,356043,0.00238,MPEC 2018-C92,http://www.minorplanetcenter.net/mpec/K18/K18C92.html,,,,,,,,,
2016 WT3,28.6,56.92,0.9457,363523,0.00243,MPEC 2016-W78,http://www.minorplanetcenter.net/mpec/K16/K16W78.html,,,,,,,,,
2010 TE55,28.1,57.38,0.9535,366515,0.00245,MPEC 2010-T105,http://www.minorplanetcenter.net/mpec/K10/K10TA5.html,,,,,,,,,
2014 AK51,26.6,57.85,0.9613,369507,0.00247,MPEC 2014-B07,http://www.minorplanetcenter.net/mpec/K14/K14B07.html,,,,,,,,,
2018 RE2,28.5,57.85,0.9613,369507,0.00247,MPEC 2018-R77,http://www.minorplanetcenter.net/mpec/K18/K18R77.html,,,,,,,,,
2016 FZ13,28.3,59.02,0.9807,376987,0.00252,MPEC 2016-G15,http://www.minorplanetcenter.net/mpec/K16/K16G15.html,,,,,,,,,
2018 VA6,27.6,59.26,0.9846,378483,0.00253,MPEC 2018-V12,http://www.minorplanetcenter.net/mpec/K18/K18V12.html,,,,,,,,,
2019 GN20,26.5,59.26,0.9846,378483,0.00253,MPEC 2019-G19,http://www.minorplanetcenter.net/mpec/K19/K19G19.html,,,,,,,,,
2017 UF,28.1,59.73,0.9924,381475,0.00255,MPEC 2017-U46,http://www.minorplanetcenter.net/mpec/K17/K17U46.html,,,,,,,,,
2017 DZ37,28.6,60.43,1.0041,385963,0.00258,MPEC 2017-E09,http://www.minorplanetcenter.net/mpec/K17/K17E09.html,,,,,,,,,
2007 BB,27.6,60.66,1.008,387458,0.00259,MPEC 2007-B13,http://www.minorplanetcenter.net/mpec/K07/K07B13.html,,,,,,,,,
2016 FN56,24.1,60.9,1.0118,388954,0.0026,MPEC 2016-G10,http://www.minorplanetcenter.net/mpec/K16/K16G10.html,,,,,,,,,
2014 FT37,27.6,61.37,1.0196,391946,0.00262,MPEC 2014-F70,http://www.minorplanetcenter.net/mpec/K14/K14F70.html,,,,,,,,,
2007 YN1,25,61.6,1.0235,393442,0.00263,MPEC 2007-Y29,http://www.minorplanetcenter.net/mpec/K07/K07Y29.html,,,,,,,,,
2016 UQ36,27.7,62.3,1.0352,397930,0.00266,MPEC 2016-V25,http://www.minorplanetcenter.net/mpec/K16/K16V25.html,,,,,,,,,
2008 WO2,29.8,63.01,1.0469,402418,0.00269,MPEC 2008-W24,http://www.minorplanetcenter.net/mpec/K08/K08W24.html,,,,,,,,,
2017 FT102,29.5,63.01,1.0469,402418,0.00269,MPEC 2017-G53,http://www.minorplanetcenter.net/mpec/K17/K17G53.html,,,,,,,,,
2003 XV,26.7,63.71,1.0585,406906,0.00272,MPEC 2003-X28,http://www.minorplanetcenter.net/mpec/K03/K03X28.html,,,,,,,,,
2015 KW120,26,64.41,1.0702,411394,0.00275,MPEC 2015-P10,http://www.minorplanetcenter.net/mpec/K15/K15P10.html,,,,,,,,,
2014 HX164,27.2,66.99,1.113,427850,0.00286,MPEC 2014-J11,http://www.minorplanetcenter.net/mpec/K14/K14J11.html,,,,,,,,,
2007 YS56,25.6,67.22,1.1169,429346,0.00287,MPEC 2008-A13,http://www.minorplanetcenter.net/mpec/K08/K08A13.html,,,,,,,,,
2018 GN,26.2,67.46,1.1208,430842,0.00288,MPEC 2018-G35,http://www.minorplanetcenter.net/mpec/K18/K18G35.html,,,,,,,,,
1995 FF,26.5,67.69,1.1247,432338,0.00289,MPEC 1995-F05,http://www.minorplanetcenter.net/mpec/J95/J95F05.html,,,,,,,,,
2004 XP14,19.4,67.69,1.1247,432338,0.00289,MPEC 2006-M49,http://www.minorplanetcenter.net/mpec/K06/K06M49.html,,,,,,,,,
2013 XT21,27.3,68.16,1.1325,435330,0.00291,MPEC 2013-Y10,http://www.minorplanetcenter.net/mpec/K13/K13Y10.html,,,,,,,,,
2018 FF3,26.6,68.16,1.1325,435330,0.00291,MPEC 2018-F86,http://www.minorplanetcenter.net/mpec/K18/K18F86.html,,,,,,,,,
2017 TB,29.1,68.63,1.1403,438322,0.00293,MPEC 2017-T19,http://www.minorplanetcenter.net/mpec/K17/K17T19.html,,,,,,,,,
2018 AS2,28.6,69.8,1.1597,445802,0.00298,MPEC 2018-A59,http://www.minorplanetcenter.net/mpec/K18/K18A59.html,,,,,,,,,
2018 WH1,28.5,70.74,1.1753,451786,0.00302,MPEC 2018-W67,http://www.minorplanetcenter.net/mpec/K18/K18W67.html,,,,,,,,,
1996 JA1,20.5,70.97,1.1792,453282,0.00303,MPEC 1996-K01,http://www.minorplanetcenter.net/mpec/J96/J96K01.html,,,,,,,,,
2014 JU15,24.8,71.2,1.1831,454778,0.00304,MPEC 2014-L42,http://www.minorplanetcenter.net/mpec/K14/K14L42.html,,,,,,,,,
1991 VG,28.8,71.67,1.1909,457769,0.00306,IAUC 5387,http://www.minorplanetcenter.net/iauc/05300/05387.html,,,,,,,,,
2006 SR131,28,72.37,1.2025,462257,0.00309,MPEC 2006-S71,http://www.minorplanetcenter.net/mpec/K06/K06S71.html,,,,,,,,,
2013 TR12,28.5,72.37,1.2025,462257,0.00309,MPEC 2013-T62,http://www.minorplanetcenter.net/mpec/K13/K13T62.html,,,,,,,,,
2014 GM35,26.8,73.08,1.2142,466745,0.00312,MPEC 2014-G63,http://www.minorplanetcenter.net/mpec/K14/K14G63.html,,,,,,,,,
2009 DO111,22.6,73.31,1.2181,468241,0.00313,MPEC 2009-E70,http://www.minorplanetcenter.net/mpec/K09/K09E70.html,,,,,,,,,
2016 YJ,27.1,73.31,1.2181,468241,0.00313,MPEC 2016-Y68,http://www.minorplanetcenter.net/mpec/K16/K16Y68.html,,,,,,,,,
2009 HK73,26.2,73.78,1.2259,471233,0.00315,MPEC 2009-H79,http://www.minorplanetcenter.net/mpec/K09/K09H79.html,,,,,,,,,
2018 HC1,26.8,74.01,1.2298,472729,0.00316,MPEC 2018-H68,http://www.minorplanetcenter.net/mpec/K18/K18H68.html,,,,,,,,,
2016 TC57,27.1,74.25,1.2337,474225,0.00317,MPEC 2016-V10,http://www.minorplanetcenter.net/mpec/K16/K16V10.html,,,,,,,,,
2011 SC108,27.9,74.72,1.2415,477217,0.00319,MPEC 2011-S84,http://www.minorplanetcenter.net/mpec/K11/K11S84.html,,,,,,,,,
2018 TG2,29.4,74.95,1.2454,478713,0.0032,MPEC 2018-T92,http://www.minorplanetcenter.net/mpec/K18/K18T92.html,,,,,,,,,
2004 DA53,28,76.36,1.2687,487689,0.00326,MPEC 2004-D46,http://www.minorplanetcenter.net/mpec/K04/K04D46.html,,,,,,,,,
2015 HQ11,27.1,76.82,1.2765,490681,0.00328,MPEC 2015-H11,http://www.minorplanetcenter.net/mpec/K15/K15H11.html,,,,,,,,,
2003 LW2,26.2,77.53,1.2882,495169,0.00331,MPEC 2003-L16,http://www.minorplanetcenter.net/mpec/K03/K03L16.html,,,,,,,,,
2017 AZ3,30,77.76,1.2921,496665,0.00332,MPEC 2017-A47,http://www.minorplanetcenter.net/mpec/K17/K17A47.html,,,,,,,,,
2017 RN16,29,78,1.2959,498161,0.00333,MPEC 2017-S65,http://www.minorplanetcenter.net/mpec/K17/K17S65.html,,,,,,,,,
2016 UR36,27.5,78.23,1.2998,499657,0.00334,MPEC 2016-U12,http://www.minorplanetcenter.net/mpec/K16/K16U12.html,,,,,,,,,
2010 ES12,25.6,78.46,1.3037,501153,0.00335,MPEC 2010-E37,http://www.minorplanetcenter.net/mpec/K10/K10E37.html,,,,,,,,,
2015 SZ2,25.4,79.17,1.3154,505641,0.00338,MPEC 2015-U62,http://www.minorplanetcenter.net/mpec/K15/K15U62.html,,,,,,,,,
2016 JB18,27.3,79.17,1.3154,505641,0.00338,MPEC 2016-K32,http://www.minorplanetcenter.net/mpec/K16/K16K32.html,,,,,,,,,
2015 XR169,28.7,79.4,1.3193,507137,0.00339,MPEC 2015-X16,http://www.minorplanetcenter.net/mpec/K15/K15X16.html,,,,,,,,,
2011 UC64,27.8,79.64,1.3232,508633,0.0034,MPEC 2011-U59,http://www.minorplanetcenter.net/mpec/K11/K11U59.html,,,,,,,,,
2015 BZ3,27.6,79.64,1.3232,508633,0.0034,MPEC 2015-C57,http://www.minorplanetcenter.net/mpec/K15/K15C57.html,,,,,,,,,
2009 KW2,26.3,80.34,1.3349,513121,0.00343,MPEC 2009-K29,http://www.minorplanetcenter.net/mpec/K09/K09K29.html,,,,,,,,,
2016 RK40,27.7,80.81,1.3426,516113,0.00345,MPEC 2016-S18,http://www.minorplanetcenter.net/mpec/K16/K16S18.html,,,,,,,,,
2005 VN5,27,81.04,1.3465,517609,0.00346,MPEC 2005-V73,http://www.minorplanetcenter.net/mpec/K05/K05V73.html,,,,,,,,,
2019 CM5,27.8,83.15,1.3816,531072,0.00355,MPEC 2019-C15,http://www.minorplanetcenter.net/mpec/K19/K19C15.html,,,,,,,,,
2011 GP59,24.3,83.38,1.3855,532568,0.00356,MPEC 2011-G60,http://www.minorplanetcenter.net/mpec/K11/K11G60.html,,,,,,,,,
2012 EP10,29.3,83.38,1.3855,532568,0.00356,MPEC 2012-F06,http://www.minorplanetcenter.net/mpec/K12/K12F06.html,,,,,,,,,
2014 WR362,27.3,83.38,1.3855,532568,0.00356,MPEC 2014-W13,http://www.minorplanetcenter.net/mpec/K14/K14W13.html,,,,,,,,,
2016 EU84,29,83.62,1.3893,534064,0.00357,MPEC 2016-J27,http://www.minorplanetcenter.net/mpec/K16/K16J27.html,,,,,,,,,
2009 VT1,29.4,84.09,1.3971,537056,0.00359,MPEC 2009-V42,http://www.minorplanetcenter.net/mpec/K09/K09V42.html,,,,,,,,,
2014 CE,26.9,84.32,1.401,538552,0.0036,MPEC 2014-F20,http://www.minorplanetcenter.net/mpec/K14/K14F20.html,,,,,,,,,
2016 EO28,29.2,84.32,1.401,538552,0.0036,MPEC 2016-K39,http://www.minorplanetcenter.net/mpec/K16/K16K39.html,,,,,,,,,
2018 AG4,26,84.55,1.4049,540048,0.00361,MPEC 2018-A89,http://www.minorplanetcenter.net/mpec/K18/K18A89.html,,,,,,,,,
2019 HN4,28.5,84.55,1.4049,540048,0.00361,MPEC 2019-J12,http://www.minorplanetcenter.net/mpec/K19/K19J12.html,,,,,,,,,
